id,good,defect
230817-07.25.28-B002_20240828095726_2_L_1.jpg,0,1
230817-07.25.28-B002_20240828095942_0_L_1.jpg,0,1
230817-07.25.28-B002_20240828100810_3_R_1.jpg,0,1
230817-07.26.27-B001_20240828103818_0_R_1.jpg,0,1
230825-07.22.23-A008_20240902151836_2_R_1.jpg,0,1
230825-07.22.23-A008_20240902152045_2_R_1.jpg,0,1
230825-07.22.23-A008_20240902152646_2_L_1.jpg,0,1
230825-07.22.23-A008_20240902154720_3_R_1.jpg,0,1
230825-07.22.23-A008_20240902154720_4_R_1.jpg,0,1
230825-07.22.23-A008_20240902160225_2_R_1.jpg,0,1
230825-07.22.23-A008_20240902160758_4_L_1.jpg,0,1
230825-07.22.23-A008_20240902161223_0_R_1.jpg,0,1
230825-07.22.23-A008_20240902162038_3_L_1.jpg,0,1
230825-07.22.23-A010_20240830105016_2_R_1.jpg,0,1
240111-05.3.4-A001_20241002171035_1_R_1.jpg,0,1
240405-06.3.4-b005_20240902200755_4_L_1.jpg,0,1
240419-07.30.31-B001_20240902164721_4_R_1.jpg,0,1
240419-07.30.31-B001_20240902165402_4_R_1.jpg,0,1
240419-07.30.31-B001_20240902165740_3_L_1.jpg,0,1
240419-07.30.31-B001_20240902165740_4_R_1.jpg,0,1
240419-07.30.31-B001_20240902170124_3_L_1.jpg,0,1
240419-07.30.31-B001_20240902170347_3_R_1.jpg,0,1
240501-07.17.20-B002_20241007220157_1_L_1.jpg,0,1
240626-07.13.16-A001_20241001163144_3_R_1.jpg,0,1
240626-07.13.16-A001_20241001164131_4_R_1.jpg,0,1
240626-07.13.16-A001_20241001164436_1_L_1.jpg,0,1
240626-07.9.12-B001_20241001151550_2_R_1.jpg,0,1
240702-02.13.14-A001_20240806170107_0_R_1.jpg,0,1
240702-02.13.14-A001_20240806170852_0_R_1.jpg,0,1
240702-02.13.14-A001_20240806171343_0_R_1.jpg,0,1
240702-02.13.14-A001_20240806171527_0_R_1.jpg,0,1
240702-02.13.14-A001_20240806172249_0_R_1.jpg,0,1
240703-02.1.2-B001_20240807002527_2_L_1.jpg,0,1
240703-02.1.2-B001_20240807003304_0_L_1.jpg,0,1
240703-02.1.2-B001_20240807003903_1_R_1.jpg,0,1
240703-02.1.2-B001_20240807004440_0_R_1.jpg,0,1
240703-02.1.2-B001_20240807015459_4_L_1.jpg,0,1
240703-02.1.2-B001_20240807015459_4_R_1.jpg,0,1
240703-02.1.2-B001_20240807015511_0_R_1.jpg,0,1
240703-02.1.2-B001_20240807015511_1_R_1.jpg,0,1
240703-02.1.2-B001_20240807020401_3_R_1.jpg,0,1
240703-02.1.2-B001_20240807020459_3_R_1.jpg,0,1
240703-02.1.2-B001_20240807021604_4_L_1.jpg,0,1
240703-02.1.2-B001_20240807022538_3_R_1.jpg,0,1
240703-02.1.2-B001_20240807022647_0_R_1.jpg,0,1
240703-02.1.2-B001_20240807022659_0_R_1.jpg,0,1
240703-02.1.2-B001_20240807022745_1_L_1.jpg,0,1
240703-02.9.10-B001_20240806143003_3_R_1.jpg,0,1
240703-02.9.10-B001_20240806143147_0_R_1.jpg,0,1
240703-02.9.10-B001_20240806143858_0_R_1.jpg,0,1
240703-02.9.10-B001_20240806144325_0_R_1.jpg,0,1
240703-02.9.10-B001_20240806144459_1_R_1.jpg,0,1
