id,good,defect
241015-04.3.6-A001_20241028202702_2_R_1.jpg,1,0
240925-07.10.11-A001_20241002044908_1_L_1.jpg,1,0
240903-03.I.J-B001_20240911035919_0_L_1.jpg,1,0
240930-07.26.27-A001_20241003000032_4_R_1.jpg,1,0
240904-02.11.12-A004_20240906231632_2_R_1.jpg,1,0
241004-06.10.13-A003_20241009064844_1_L_1.jpg,1,0
240928-09.22.23-B003_20241001174626_0_R_1.jpg,1,0
240827-05.11.12-A001_20240906184534_2_L_1.jpg,1,0
240905-08.6.7-B001_20241002042315_2_R_1.jpg,1,0
240903-05.23.24-b001_20240904194857_0_L_1.jpg,1,0
240930-02.1.2-A001_20241004143351_0_L_1.jpg,1,0
241005-07.5.8-B001_20241028122318_0_L_1.jpg,1,0
241002-02.13.14-B001_20241008223605_1_L_1.jpg,1,0
241025-05.26.29-A001_20241028192551_4_L_1.jpg,1,0
240827-05.11.12-A001_20240906183721_3_L_1.jpg,1,0
241002-08.4.5-A001_20241008061911_2_L_1.jpg,1,0
240731-04.12.13-b001_20241008213339_0_L_1.jpg,1,0
241001-06.1.6-A004_20241003053114_1_R_1.jpg,1,0
240903-03.G.H-B001_20240911033748_3_L_1.jpg,1,0
241002-08.14.15-A004_20241004161025_1_L_1.jpg,1,0
240910-05.9.14-A001_20241010101839_0_L_1.jpg,1,0
240928-09.22.23-B003_20241001175536_1_R_1.jpg,1,0
241004-08.1.8-A001_20241008173554_0_L_1.jpg,1,0
241022-08.2.3-A001_20241028235228_1_R_1.jpg,1,0
240830-05.2.5-B001_20241008072622_1_R_1.jpg,1,0
240819-04.9.16-A001_20241009050952_3_R_1.jpg,1,0
240903-07.9.12-A001_20241007194243_1_L_1.jpg,1,0
241002-02.5.6-B001_20241008032111_3_L_1.jpg,1,0
240904-05.2.5-A001_20241002063254_0_R_1.jpg,1,0
240829-03.G.H-B001_20240910165713_0_R_1.jpg,1,0
240906-05.1.6-A001_20241025142922_2_L_1.jpg,1,0
240912-09.12.13-B002_20240920022839_3_L_1.jpg,1,0
240906-07.26.27-B001_20241007173320_0_L_1.jpg,1,0
240827-03.I.J-A001_20240911044800_1_R_1.jpg,1,0
241010-08.4.5-A001_20241014184531_2_L_1.jpg,1,0
240902-08.6.7-A003_20240906220832_0_L_1.jpg,1,0
240924-04.4.5-A001_20241005052848_4_L_1.jpg,1,0
240830-05.3.4-B001_20241008121036_1_L_1.jpg,1,0
241002-07.18.19-B001_20241025150840_3_R_1.jpg,1,0
241015-04.3.6-A001_20241028201841_3_L_1.jpg,1,0
240827-05.23.24-b001_20240905225631_3_L_1.jpg,1,0
