id,good,defect
240805-06.11.12-A001_20240910135639_1_R_1.jpg,1,0
240805-06.11.12-A001_20240910135651_1_R_1.jpg,1,0
240805-06.11.12-A001_20240910135703_1_R_1.jpg,1,0
240805-06.11.12-A001_20240910135703_2_R_1.jpg,1,0
240805-06.11.12-A001_20240910135807_0_R_1.jpg,1,0
240805-06.11.12-A001_20240910135807_4_R_1.jpg,1,0
240805-06.11.12-A001_20240910135854_0_R_1.jpg,1,0
240805-06.11.12-A001_20240910135953_3_R_1.jpg,1,0
240805-06.11.12-A001_20240910140042_0_R_1.jpg,1,0
240805-06.11.12-A001_20240910140054_4_R_1.jpg,1,0
240805-06.11.12-A001_20240910140118_1_R_1.jpg,1,0
240805-06.11.12-A001_20240910140129_0_R_1.jpg,1,0
240805-06.11.12-A001_20240910140129_4_R_1.jpg,1,0
240805-06.11.12-A001_20240910140141_1_R_1.jpg,1,0
240805-06.11.12-A001_20240910140204_0_R_1.jpg,1,0
240805-06.11.12-A001_20240910140204_3_L_1.jpg,1,0
240805-06.11.12-A001_20240910140204_4_L_1.jpg,1,0
240805-06.11.12-A001_20240910140204_4_R_1.jpg,1,0
240805-06.11.12-A001_20240910140244_0_R_1.jpg,1,0
240805-06.11.12-A001_20240910140315_2_R_1.jpg,1,0
240805-06.11.12-A001_20240910140338_0_R_1.jpg,1,0
240805-06.11.12-A001_20240910140350_0_R_1.jpg,1,0
240805-06.11.12-A001_20240910140402_0_R_1.jpg,1,0
240805-06.11.12-A001_20240910140402_2_R_1.jpg,1,0
240805-06.11.12-A001_20240910140425_0_R_1.jpg,1,0
240805-06.11.12-A001_20240910140437_3_R_1.jpg,1,0
240805-06.11.12-A001_20240910140502_1_R_1.jpg,1,0
240805-06.11.12-A001_20240910140514_0_L_1.jpg,1,0
240805-06.11.12-A001_20240910140543_2_R_1.jpg,1,0
240805-06.11.12-A001_20240910140555_1_R_1.jpg,1,0
240805-06.11.12-A001_20240910140555_4_R_1.jpg,1,0
240805-06.11.12-A001_20240910140606_1_R_1.jpg,1,0
240805-06.11.12-A001_20240910140606_4_R_1.jpg,1,0
240805-06.11.12-A001_20240910140618_2_L_1.jpg,1,0
240805-06.11.12-A001_20240910140642_0_R_1.jpg,1,0
240805-06.11.12-A001_20240910140642_1_R_1.jpg,1,0
240805-06.11.12-A001_20240910140642_2_R_1.jpg,1,0
240805-06.11.12-A001_20240910140653_2_R_1.jpg,1,0
240805-06.11.12-A001_20240910140653_4_R_1.jpg,1,0
240805-06.11.12-A001_20240910140819_3_R_1.jpg,1,0
240805-06.11.12-A001_20240910140831_0_R_1.jpg,1,0
240805-06.11.12-A001_20240910140854_3_R_1.jpg,1,0
240805-06.11.12-A001_20240910140949_2_R_1.jpg,1,0
240805-06.11.12-A001_20240910141001_3_L_1.jpg,1,0
240805-06.11.12-A001_20240910141013_4_R_1.jpg,1,0
240805-06.11.12-A001_20240910141107_1_R_1.jpg,1,0
240805-06.11.12-A001_20240910141107_2_R_1.jpg,1,0
240805-06.11.12-A001_20240910141119_0_R_1.jpg,1,0
240805-06.11.12-A001_20240910141159_0_R_1.jpg,1,0
240805-06.11.12-A001_20240910141159_3_R_1.jpg,1,0
240805-06.11.12-A001_20240910141223_4_R_1.jpg,1,0
240805-06.11.12-A001_20240910141234_0_R_1.jpg,1,0
240805-06.11.12-A001_20240910141309_0_R_1.jpg,1,0
240805-06.11.12-A001_20240910141309_2_R_1.jpg,1,0
240805-06.11.12-A001_20240910141415_0_R_1.jpg,1,0
240805-06.11.12-A001_20240910141425_1_R_1.jpg,1,0
240805-06.11.12-A001_20240910141425_4_R_1.jpg,1,0
240805-06.11.12-A001_20240910141500_2_R_1.jpg,1,0
240805-06.11.12-A001_20240910141509_2_R_1.jpg,1,0
240808-06.10.13-A001_20240910141843_4_R_1.jpg,1,0
240808-06.10.13-A001_20240910142033_1_R_1.jpg,1,0
240808-06.10.13-A001_20240910142132_0_R_1.jpg,1,0
240808-06.10.13-A001_20240910142310_2_R_1.jpg,1,0
240808-06.10.13-A001_20240910142333_4_R_1.jpg,1,0
240808-06.10.13-A001_20240910142542_4_R_1.jpg,1,0
240808-06.10.13-A001_20240910142605_0_R_1.jpg,1,0
240808-06.10.13-A001_20240910142629_2_R_1.jpg,1,0
240808-06.10.13-A001_20240910142751_0_R_1.jpg,1,0
240820-07.21.24-B001_20240909141337_1_R_1.jpg,1,0
240820-07.21.24-B001_20240909141712_3_L_1.jpg,1,0
240820-07.21.24-B001_20240909141747_0_L_1.jpg,1,0
240820-07.21.24-B001_20240909141747_1_L_1.jpg,1,0
240820-07.21.24-B001_20240909141747_1_R_1.jpg,1,0
240820-07.21.24-B001_20240909141810_4_R_1.jpg,1,0
240820-07.21.24-B001_20240909141833_0_R_1.jpg,1,0
240820-07.21.24-B001_20240909141845_0_L_1.jpg,1,0
240820-07.21.24-B001_20240909141955_3_R_1.jpg,1,0
240820-07.21.24-B001_20240909141955_4_R_1.jpg,1,0
240820-07.21.24-B001_20240909142007_3_L_1.jpg,1,0
240820-07.21.24-B001_20240909142030_0_R_1.jpg,1,0
240820-07.21.24-B001_20240909142053_4_R_1.jpg,1,0
240820-07.21.24-B001_20240909142117_3_L_1.jpg,1,0
240827-03.I.J-A001_20240911044151_0_L_1.jpg,1,0
240827-03.I.J-A001_20240911044358_0_R_1.jpg,1,0
240827-03.I.J-A001_20240911044358_1_L_1.jpg,1,0
240827-03.I.J-A001_20240911044358_1_R_1.jpg,1,0
240827-03.I.J-A001_20240911044358_2_L_1.jpg,1,0
240827-03.I.J-A001_20240911044358_2_R_1.jpg,1,0
240827-03.I.J-A001_20240911044358_3_R_1.jpg,1,0
240827-03.I.J-A001_20240911044358_4_L_1.jpg,1,0
240827-03.I.J-A001_20240911044358_4_R_1.jpg,1,0
240827-03.I.J-A001_20240911044410_0_L_1.jpg,1,0
240827-03.I.J-A001_20240911044410_0_R_1.jpg,1,0
240827-03.I.J-A001_20240911044410_2_L_1.jpg,1,0
240827-03.I.J-A001_20240911044410_2_R_1.jpg,1,0
240827-03.I.J-A001_20240911044410_3_L_1.jpg,1,0
240827-03.I.J-A001_20240911044410_3_R_1.jpg,1,0
240827-03.I.J-A001_20240911044410_4_L_1.jpg,1,0
240827-03.I.J-A001_20240911044410_4_R_1.jpg,1,0
240827-03.I.J-A001_20240911044422_0_L_1.jpg,1,0
240827-03.I.J-A001_20240911044422_0_R_1.jpg,1,0
240827-03.I.J-A001_20240911044422_1_L_1.jpg,1,0
240827-03.I.J-A001_20240911044422_2_R_1.jpg,1,0
240827-03.I.J-A001_20240911044422_3_L_1.jpg,1,0
240827-03.I.J-A001_20240911044422_4_L_1.jpg,1,0
240827-03.I.J-A001_20240911044434_0_L_1.jpg,1,0
240827-03.I.J-A001_20240911044434_0_R_1.jpg,1,0
240827-03.I.J-A001_20240911044434_1_L_1.jpg,1,0
240827-03.I.J-A001_20240911044434_2_L_1.jpg,1,0
240827-03.I.J-A001_20240911044434_2_R_1.jpg,1,0
240827-03.I.J-A001_20240911044434_3_R_1.jpg,1,0
