id,good,defect,no_lens
20230718182225_0_R_1.jpg,1,0,0
lr20230718182225_0_R_1.jpg,1,0,0
20230718182225_1_R_1.jpg,1,0,0
lr20230718182225_1_R_1.jpg,1,0,0
20230718182225_3_R_1.jpg,1,0,0
lr20230718182225_3_R_1.jpg,1,0,0
20230718182236_2_R_1.jpg,1,0,0
lr20230718182236_2_R_1.jpg,1,0,0
20230718182236_4_R_1.jpg,1,0,0
lr20230718182236_4_R_1.jpg,1,0,0
20230718182247_0_R_1.jpg,1,0,0
lr20230718182247_0_R_1.jpg,1,0,0
20230718182247_1_R_1.jpg,1,0,0
lr20230718182247_1_R_1.jpg,1,0,0
20230718182247_3_R_1.jpg,1,0,0
lr20230718182247_3_R_1.jpg,1,0,0
20230718182247_4_R_1.jpg,1,0,0
lr20230718182247_4_R_1.jpg,1,0,0
20230718182308_2_R_1.jpg,1,0,0
lr20230718182308_2_R_1.jpg,1,0,0
20230718182308_4_R_1.jpg,1,0,0
lr20230718182308_4_R_1.jpg,1,0,0
20230718182319_2_R_1.jpg,1,0,0
lr20230718182319_2_R_1.jpg,1,0,0
20230718182319_4_R_1.jpg,1,0,0
lr20230718182319_4_R_1.jpg,1,0,0
20230718182330_0_R_1.jpg,1,0,0
lr20230718182330_0_R_1.jpg,1,0,0
20230718182330_2_R_1.jpg,1,0,0
lr20230718182330_2_R_1.jpg,1,0,0
20230718182402_2_R_1.jpg,1,0,0
lr20230718182402_2_R_1.jpg,1,0,0
20230718182402_3_R_1.jpg,1,0,0
lr20230718182402_3_R_1.jpg,1,0,0
20230718182413_2_R_1.jpg,1,0,0
lr20230718182413_2_R_1.jpg,1,0,0
20230718182424_2_R_1.jpg,1,0,0
lr20230718182424_2_R_1.jpg,1,0,0
20230718182424_3_R_1.jpg,1,0,0
lr20230718182424_3_R_1.jpg,1,0,0
20230718182446_1_R_1.jpg,1,0,0
lr20230718182446_1_R_1.jpg,1,0,0
20230718182446_3_R_1.jpg,1,0,0
lr20230718182446_3_R_1.jpg,1,0,0
20230721100918_3_L_1.jpg,1,0,0
lr20230721100918_3_L_1.jpg,1,0,0
20230721101024_4_L_1.jpg,1,0,0
lr20230721101024_4_L_1.jpg,1,0,0
20230721101424_0_L_1.jpg,1,0,0
lr20230721101424_0_L_1.jpg,1,0,0
20230721101501_2_L_1.jpg,1,0,0
lr20230721101501_2_L_1.jpg,1,0,0
20230721102207_0_R_1.jpg,1,0,0
lr20230721102207_0_R_1.jpg,1,0,0
20230721102207_2_L_1.jpg,1,0,0
lr20230721102207_2_L_1.jpg,1,0,0
20230721102533_0_L_1.jpg,1,0,0
lr20230721102533_0_L_1.jpg,1,0,0
20230721102533_3_L_1.jpg,1,0,0
lr20230721102533_3_L_1.jpg,1,0,0
20230721102630_2_R_1.jpg,1,0,0
lr20230721102630_2_R_1.jpg,1,0,0
20230721105442_1_R_1.jpg,1,0,0
lr20230721105442_1_R_1.jpg,1,0,0
20230721105506_3_L_1.jpg,1,0,0
lr20230721105506_3_L_1.jpg,1,0,0
20230721105718_2_L_1.jpg,1,0,0
lr20230721105718_2_L_1.jpg,1,0,0
20230721105755_0_R_1.jpg,1,0,0
lr20230721105755_0_R_1.jpg,1,0,0
20230721110013_1_L_1.jpg,1,0,0
lr20230721110013_1_L_1.jpg,1,0,0
20230721110049_1_L_1.jpg,1,0,0
lr20230721110049_1_L_1.jpg,1,0,0
20230721110049_2_R_1.jpg,1,0,0
lr20230721110049_2_R_1.jpg,1,0,0
